Order ID,Order Date,Customer ID,Customer Name,Segment,Country,City,State,Product ID,Category,Sub-Category,Product Name,Quantity
CA-2013-130029,04-07-2013,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",2
CA-2012-167745,18-09-2012,GB-14530,George Bell,Corporate,United States,Los Angeles,California,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",2
CA-2012-167745,18-09-2012,GB-14530,George Bell,Corporate,United States,Los Angeles,California,OFF-SU-10004782,Office Supplies,Supplies,Elite 5" Scissors,2
CA-2011-101931,28-10-2011,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,2
CA-2011-101931,28-10-2011,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,2
CA-2011-101931,28-10-2011,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,5
CA-2012-125234,27-11-2012,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",3
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,7
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,2
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,3
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,3
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,3
CA-2012-118871,04-12-2012,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,3
CA-2014-138149,30-06-2014,WB-21850,William Brown,Consumer,United States,Los Angeles,California,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",3
CA-2014-138149,30-06-2014,WB-21850,William Brown,Consumer,United States,Los Angeles,California,OFF-AR-10000255,Office Supplies,Art,Newell 328,2
CA-2014-134635,16-04-2014,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,3
CA-2011-130813,07-01-2011,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,3
CA-2011-148614,21-01-2011,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",2
CA-2011-168305,01-11-2011,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,OFF-LA-10003498,Office Supplies,Labels,Avery 475,3
CA-2011-168305,01-11-2011,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,OFF-PA-10004947,Office Supplies,Paper,Staples,5
CA-2014-112431,13-10-2014,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,OFF-AR-10000940,Office Supplies,Art,Newell 343,2
CA-2012-135580,30-12-2012,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,3
CA-2012-135580,30-12-2012,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,3
CA-2012-135580,30-12-2012,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,3
CA-2011-102652,06-04-2011,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,3
CA-2011-102652,06-04-2011,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,1
US-2013-112970,15-11-2013,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,OFF-AR-10003829,Office Supplies,Art,Newell 35,3
CA-2013-161025,04-12-2013,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,4
CA-2013-100944,25-09-2013,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",5
CA-2013-147473,31-05-2013,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,6
CA-2011-138737,07-12-2011,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,OFF-AR-10003190,Office Supplies,Art,Newell 32,3
US-2014-151127,23-05-2014,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,7
CA-2014-147844,03-05-2014,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,OFF-PA-10003016,Office Supplies,Paper,Adams "While You Were Out" Message Pads,5
CA-2014-147844,03-05-2014,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,OFF-AR-10001615,Office Supplies,Art,Newell 34,3
CA-2014-147844,03-05-2014,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16? x 11?",5
US-2011-120740,15-04-2011,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,2
CA-2012-144890,25-12-2012,SM-20320,Sean Miller,Home Office,United States,Los Angeles,California,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,2
CA-2012-138219,23-03-2012,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",4
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",5
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,9
CA-2011-114125,09-07-2011,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,OFF-LA-10004559,Office Supplies,Labels,Avery 49,1
CA-2011-114125,09-07-2011,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",4
CA-2014-106824,08-07-2014,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3
CA-2011-164903,21-02-2011,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,2
CA-2012-149566,05-12-2012,GB-14530,George Bell,Corporate,United States,Los Angeles,California,OFF-LA-10000452,Office Supplies,Labels,Avery 488,4
CA-2014-162012,12-07-2014,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,5
CA-2012-168760,22-09-2012,MM-18280,Muhammed MacIntyre,Corporate,United States,Los Angeles,California,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,3
CA-2013-152646,22-11-2013,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,5
CA-2011-153619,03-11-2011,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,4
CA-2013-101189,04-02-2013,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,2
CA-2013-140256,23-08-2013,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,OFF-AR-10002255,Office Supplies,Art,Newell 346,2
CA-2014-124261,15-11-2014,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,OFF-AR-10003504,Office Supplies,Art,Newell 347,8
CA-2013-121755,16-01-2013,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,TEC-AC-10003027,Technology,Accessories,Imation?8GB Mini TravelDrive USB 2.0?Flash Drive,3
CA-2012-157084,19-12-2012,JG-15160,James Galang,Consumer,United States,Los Angeles,California,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,3
US-2013-116729,26-12-2013,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,7
CA-2011-106439,31-10-2011,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,TEC-AC-10004568,Technology,Accessories,Maxell?LTO Ultrium - 800 GB,9
CA-2012-121797,30-01-2012,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",7
CA-2014-126242,20-11-2014,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,FUR-FU-10002685,Furniture,Furnishings,Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock,1
CA-2011-136399,16-12-2011,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,FUR-FU-10004090,Furniture,Furnishings,Executive Impressions 14" Contract Wall Clock,2
CA-2011-136399,16-12-2011,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,5
CA-2012-167745,18-09-2012,GB-14530,George Bell,Corporate,United States,Los Angeles,California,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,2
CA-2012-125234,27-11-2012,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,3
CA-2012-118871,04-12-2012,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",5
CA-2014-138149,30-06-2014,WB-21850,William Brown,Consumer,United States,Los Angeles,California,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,3
CA-2011-148614,21-01-2011,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",2
CA-2014-112431,13-10-2014,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,12
CA-2011-102652,06-04-2011,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,2
CA-2011-102652,06-04-2011,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,7
US-2014-128398,03-05-2014,EM-13825,Elizabeth Moffitt,Corporate,United States,Los Angeles,California,TEC-AC-10001714,Technology,Accessories,Logitech?MX Performance Wireless Mouse,4
US-2011-120740,15-04-2011,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,FUR-FU-10004091,Furniture,Furnishings,Howard Miller 13" Diameter Goldtone Round Wall Clock,4
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,2
CA-2014-101014,30-08-2014,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,3
CA-2012-149566,05-12-2012,GB-14530,George Bell,Corporate,United States,Los Angeles,California,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,3
CA-2014-162012,12-07-2014,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,TEC-AC-10003832,Technology,Accessories,Logitech?P710e Mobile Speakerphone,5
CA-2014-123029,01-10-2014,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,2
CA-2014-157448,17-11-2014,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,3
CA-2014-157448,17-11-2014,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3
CA-2013-121755,16-01-2013,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2
CA-2011-159338,25-06-2011,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,5
CA-2011-121664,06-05-2011,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,8
US-2011-151925,26-09-2011,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",2
US-2013-115819,20-04-2013,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,5
US-2013-115819,20-04-2013,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",1
US-2013-115819,20-04-2013,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3
CA-2012-157084,19-12-2012,JG-15160,James Galang,Consumer,United States,Los Angeles,California,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,5
US-2013-116729,26-12-2013,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,7
CA-2014-118885,30-12-2014,JG-15160,James Galang,Consumer,United States,Los Angeles,California,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",4
CA-2014-118885,30-12-2014,JG-15160,James Galang,Consumer,United States,Los Angeles,California,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,3
CA-2011-106439,31-10-2011,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2
CA-2011-106439,31-10-2011,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3
CA-2011-106439,31-10-2011,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,3
CA-2013-146633,16-11-2013,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1
CA-2013-146633,16-11-2013,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,7
CA-2011-147298,26-04-2011,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,3
CA-2011-147298,26-04-2011,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6
CA-2012-121797,30-01-2012,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3
CA-2011-136399,16-12-2011,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,2
CA-2011-136399,16-12-2011,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,TEC-PH-10004977,Technology,Phones,GE 30524EE4,4
CA-2012-146038,09-02-2012,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",5
CA-2013-162614,08-10-2013,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,2
CA-2011-110849,18-04-2011,JL-15835,John Lee,Consumer,United States,Los Angeles,California,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,4
CA-2011-101931,28-10-2011,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2
CA-2011-101931,28-10-2011,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,6
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1" Binders,12
CA-2013-109365,04-11-2013,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,2
US-2011-165862,13-07-2011,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,3
CA-2012-118871,04-12-2012,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -?speaker phone,3
CA-2014-145219,25-12-2014,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,6
CA-2014-145219,25-12-2014,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,3
CA-2014-138149,30-06-2014,WB-21850,William Brown,Consumer,United States,Los Angeles,California,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,5
CA-2014-151071,26-04-2014,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2
US-2012-159513,02-04-2012,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",3
US-2014-163300,16-09-2014,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,7
US-2014-163300,16-09-2014,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,7
US-2014-163300,16-09-2014,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,3
CA-2012-135580,30-12-2012,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,6
CA-2012-135580,30-12-2012,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,3
CA-2013-100944,25-09-2013,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,5
CA-2013-168921,21-10-2013,AG-10495,Andrew Gjertsen,Corporate,United States,Los Angeles,California,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3
US-2014-163657,03-09-2014,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,5
US-2014-163657,03-09-2014,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,2
US-2014-109316,09-06-2014,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2
US-2014-109316,09-06-2014,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,2
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,2
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,5
CA-2012-121188,28-08-2012,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,3
CA-2011-114125,09-07-2011,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6
CA-2013-118745,12-06-2013,SV-20365,Seth Vernon,Consumer,United States,Los Angeles,California,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,3
CA-2013-154081,23-05-2013,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,2
CA-2013-126102,11-09-2013,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,2
CA-2013-135461,07-02-2013,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California,TEC-PH-10004094,Technology,Phones,Motorola L703CM,5
CA-2013-164889,04-06-2013,CP-12340,Christine Phan,Corporate,United States,Los Angeles,California,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,2
CA-2012-137946,01-09-2012,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1
CA-2012-137946,01-09-2012,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2
CA-2012-137946,01-09-2012,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,4
